ID,SEASON,SEASON TYPE,GAME ID,DATE,TEAMS,QUARTER,MINUTES REMAINING,SECONDS REMAINING,RESULT,SHOT TYPE,SHOT VALUE,SHOT AREA,SHOT RANGE,SHOT DISTANCE,SHOT X LOCATION,SHOT Y LOCATION,OPPONENT,HOME TEAM,AWAY TEAM
1020,2011-12,Regular Season,0021100946,"APR 21, 2012",DAL @ CHI,3,4,25,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,15,-13,159,CHI,CHI,DAL
1021,2011-12,Regular Season,0021100946,"APR 21, 2012",DAL @ CHI,4,11,21,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,149,195,CHI,CHI,DAL
1022,2011-12,Regular Season,0021100983,"APR 26, 2012",DAL @ ATL,1,11,19,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,16,-160,19,ATL,ATL,DAL
1023,2011-12,Regular Season,0021100983,"APR 26, 2012",DAL @ ATL,1,10,37,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,18,69,172,ATL,ATL,DAL
1024,2011-12,Regular Season,0021100983,"APR 26, 2012",DAL @ ATL,1,8,48,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,16-24 ft.,19,187,37,ATL,ATL,DAL
1025,2011-12,Regular Season,0021100983,"APR 26, 2012",DAL @ ATL,1,8,16,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,19,127,154,ATL,ATL,DAL
1026,2011-12,Regular Season,0021100983,"APR 26, 2012",DAL @ ATL,1,7,5,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,18,-52,181,ATL,ATL,DAL
1027,2011-12,Regular Season,0021100983,"APR 26, 2012",DAL @ ATL,2,10,31,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),8-16 ft.,10,1,105,ATL,ATL,DAL
1028,2011-12,Regular Season,0021100983,"APR 26, 2012",DAL @ ATL,2,8,48,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,2,20,19,ATL,ATL,DAL
1029,2011-12,Regular Season,0021100983,"APR 26, 2012",DAL @ ATL,2,1,44,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,6,-54,28,ATL,ATL,DAL
1030,2011-12,Regular Season,0021100983,"APR 26, 2012",DAL @ ATL,2,0,55,Made Shot,Turnaround Jump Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,3,0,30,ATL,ATL,DAL
1031,2011-12,Regular Season,0021100983,"APR 26, 2012",DAL @ ATL,3,11,42,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,25,39,247,ATL,ATL,DAL
1032,2011-12,Regular Season,0021100983,"APR 26, 2012",DAL @ ATL,3,2,47,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,20,-2,205,ATL,ATL,DAL
1033,2011-12,Regular Season,0021100983,"APR 26, 2012",DAL @ ATL,3,2,7,Made Shot,Jump Bank Shot,2PT Field Goal,Mid-Range,8-16 ft.,15,-130,86,ATL,ATL,DAL
1034,2011-12,Playoffs,0041100151,"APR 28, 2012",DAL @ OKC,1,10,25,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,2,21,9,OKC,OKC,DAL
1035,2011-12,Playoffs,0041100151,"APR 28, 2012",DAL @ OKC,1,9,26,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,20,-139,154,OKC,OKC,DAL
1036,2011-12,Playoffs,0041100151,"APR 28, 2012",DAL @ OKC,1,8,30,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),8-16 ft.,12,-16,129,OKC,OKC,DAL
1037,2011-12,Playoffs,0041100151,"APR 28, 2012",DAL @ OKC,1,7,59,Missed Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,7,0,OKC,OKC,DAL
1038,2011-12,Playoffs,0041100151,"APR 28, 2012",DAL @ OKC,1,7,56,Made Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,15,151,1,OKC,OKC,DAL
1039,2011-12,Playoffs,0041100151,"APR 28, 2012",DAL @ OKC,1,5,15,Missed Shot,Turnaround Bank shot,2PT Field Goal,Mid-Range,8-16 ft.,9,95,28,OKC,OKC,DAL
1040,2011-12,Playoffs,0041100151,"APR 28, 2012",DAL @ OKC,2,11,2,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,8-16 ft.,13,-136,-5,OKC,OKC,DAL
1041,2011-12,Playoffs,0041100151,"APR 28, 2012",DAL @ OKC,2,8,49,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,8-16 ft.,10,106,26,OKC,OKC,DAL
1042,2011-12,Playoffs,0041100151,"APR 28, 2012",DAL @ OKC,2,8,5,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,9,84,53,OKC,OKC,DAL
1043,2011-12,Playoffs,0041100151,"APR 28, 2012",DAL @ OKC,2,1,47,Made Shot,Jump Bank Shot,2PT Field Goal,Mid-Range,8-16 ft.,15,-144,64,OKC,OKC,DAL
1044,2011-12,Playoffs,0041100151,"APR 28, 2012",DAL @ OKC,2,0,32,Made Shot,Fadeaway Bank shot,2PT Field Goal,In The Paint (Non-RA),8-16 ft.,9,-79,50,OKC,OKC,DAL
1045,2011-12,Playoffs,0041100151,"APR 28, 2012",DAL @ OKC,3,9,35,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,8-16 ft.,14,138,52,OKC,OKC,DAL
1046,2011-12,Playoffs,0041100151,"APR 28, 2012",DAL @ OKC,3,5,53,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,-120,219,OKC,OKC,DAL
1047,2011-12,Playoffs,0041100151,"APR 28, 2012",DAL @ OKC,4,4,32,Missed Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,4,48,-2,OKC,OKC,DAL
1048,2011-12,Playoffs,0041100151,"APR 28, 2012",DAL @ OKC,4,4,22,Made Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),8-16 ft.,9,-78,58,OKC,OKC,DAL
1049,2011-12,Playoffs,0041100151,"APR 28, 2012",DAL @ OKC,4,3,23,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,6,0,OKC,OKC,DAL
1050,2011-12,Playoffs,0041100151,"APR 28, 2012",DAL @ OKC,4,2,31,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,14,2,140,OKC,OKC,DAL
1051,2011-12,Playoffs,0041100151,"APR 28, 2012",DAL @ OKC,4,1,56,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,23,91,220,OKC,OKC,DAL
1052,2011-12,Playoffs,0041100152,"APR 30, 2012",DAL @ OKC,1,10,38,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,4,37,19,OKC,OKC,DAL
1053,2011-12,Playoffs,0041100152,"APR 30, 2012",DAL @ OKC,1,9,16,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,2,20,0,OKC,OKC,DAL
1054,2011-12,Playoffs,0041100152,"APR 30, 2012",DAL @ OKC,1,9,10,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,12,129,1,OKC,OKC,DAL
1055,2011-12,Playoffs,0041100152,"APR 30, 2012",DAL @ OKC,1,6,11,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,14,133,58,OKC,OKC,DAL
1056,2011-12,Playoffs,0041100152,"APR 30, 2012",DAL @ OKC,1,5,27,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,8-16 ft.,14,146,7,OKC,OKC,DAL
1057,2011-12,Playoffs,0041100152,"APR 30, 2012",DAL @ OKC,1,1,51,Missed Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,10,89,63,OKC,OKC,DAL
1058,2011-12,Playoffs,0041100152,"APR 30, 2012",DAL @ OKC,2,11,16,Made Shot,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),8-16 ft.,8,-59,61,OKC,OKC,DAL
1059,2011-12,Playoffs,0041100152,"APR 30, 2012",DAL @ OKC,2,5,35,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,5,-40,30,OKC,OKC,DAL
1060,2011-12,Playoffs,0041100152,"APR 30, 2012",DAL @ OKC,2,5,6,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,16,162,3,OKC,OKC,DAL
1061,2011-12,Playoffs,0041100152,"APR 30, 2012",DAL @ OKC,2,3,58,Made Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,12,118,31,OKC,OKC,DAL
1062,2011-12,Playoffs,0041100152,"APR 30, 2012",DAL @ OKC,2,3,25,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,7,4,OKC,OKC,DAL
1063,2011-12,Playoffs,0041100152,"APR 30, 2012",DAL @ OKC,2,2,12,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,1,17,1,OKC,OKC,DAL
1064,2011-12,Playoffs,0041100152,"APR 30, 2012",DAL @ OKC,3,7,2,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,1,10,15,OKC,OKC,DAL
1065,2011-12,Playoffs,0041100152,"APR 30, 2012",DAL @ OKC,3,6,41,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,28,242,OKC,OKC,DAL
1066,2011-12,Playoffs,0041100152,"APR 30, 2012",DAL @ OKC,4,6,29,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,-8,0,OKC,OKC,DAL
1067,2011-12,Playoffs,0041100152,"APR 30, 2012",DAL @ OKC,4,5,47,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,1,7,9,OKC,OKC,DAL
1068,2011-12,Playoffs,0041100152,"APR 30, 2012",DAL @ OKC,4,5,12,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,2,24,1,OKC,OKC,DAL
1069,2011-12,Playoffs,0041100152,"APR 30, 2012",DAL @ OKC,4,1,13,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,-209,134,OKC,OKC,DAL
1070,2011-12,Playoffs,0041100152,"APR 30, 2012",DAL @ OKC,4,0,27,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,8-16 ft.,12,-122,-6,OKC,OKC,DAL
1071,2011-12,Playoffs,0041100153,"MAY 03, 2012",DAL vs. OKC,1,10,50,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,11,106,37,OKC,DAL,OKC
1072,2011-12,Playoffs,0041100153,"MAY 03, 2012",DAL vs. OKC,1,9,49,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,2,20,1,OKC,DAL,OKC
1073,2011-12,Playoffs,0041100153,"MAY 03, 2012",DAL vs. OKC,1,9,15,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,12,116,31,OKC,DAL,OKC
1074,2011-12,Playoffs,0041100153,"MAY 03, 2012",DAL vs. OKC,1,7,56,Made Shot,Jump Bank Shot,2PT Field Goal,Mid-Range,8-16 ft.,12,125,30,OKC,DAL,OKC
1075,2011-12,Playoffs,0041100153,"MAY 03, 2012",DAL vs. OKC,2,11,37,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,-87,231,OKC,DAL,OKC
1076,2011-12,Playoffs,0041100153,"MAY 03, 2012",DAL vs. OKC,2,6,29,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,16,-152,71,OKC,DAL,OKC
1077,2011-12,Playoffs,0041100153,"MAY 03, 2012",DAL vs. OKC,2,4,31,Missed Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,7,20,71,OKC,DAL,OKC
1078,2011-12,Playoffs,0041100153,"MAY 03, 2012",DAL vs. OKC,2,2,1,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,16,2,160,OKC,DAL,OKC
1079,2011-12,Playoffs,0041100153,"MAY 03, 2012",DAL vs. OKC,3,10,5,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,8-16 ft.,15,-24,157,OKC,DAL,OKC
1080,2011-12,Playoffs,0041100153,"MAY 03, 2012",DAL vs. OKC,3,5,29,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,5,-8,58,OKC,DAL,OKC
1081,2011-12,Playoffs,0041100153,"MAY 03, 2012",DAL vs. OKC,3,0,47,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,8-16 ft.,13,-133,19,OKC,DAL,OKC
1082,2011-12,Playoffs,0041100153,"MAY 03, 2012",DAL vs. OKC,4,10,58,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,15,149,36,OKC,DAL,OKC
1083,2011-12,Playoffs,0041100153,"MAY 03, 2012",DAL vs. OKC,4,9,1,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,1,1,OKC,DAL,OKC
1084,2011-12,Playoffs,0041100153,"MAY 03, 2012",DAL vs. OKC,4,6,46,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,8-16 ft.,12,110,48,OKC,DAL,OKC
1085,2011-12,Playoffs,0041100153,"MAY 03, 2012",DAL vs. OKC,4,5,49,Missed Shot,Driving Jump shot,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,4,47,11,OKC,DAL,OKC
1086,2011-12,Playoffs,0041100154,"MAY 05, 2012",DAL vs. OKC,1,11,31,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,2,-24,9,OKC,DAL,OKC
1087,2011-12,Playoffs,0041100154,"MAY 05, 2012",DAL vs. OKC,1,10,42,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,1,-13,4,OKC,DAL,OKC
1088,2011-12,Playoffs,0041100154,"MAY 05, 2012",DAL vs. OKC,1,7,18,Missed Shot,Driving Jump shot,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,4,15,42,OKC,DAL,OKC
1089,2011-12,Playoffs,0041100154,"MAY 05, 2012",DAL vs. OKC,2,11,9,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,8-16 ft.,12,99,69,OKC,DAL,OKC
1090,2011-12,Playoffs,0041100154,"MAY 05, 2012",DAL vs. OKC,2,9,54,Missed Shot,Driving Jump shot,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,6,37,50,OKC,DAL,OKC
1091,2011-12,Playoffs,0041100154,"MAY 05, 2012",DAL vs. OKC,2,8,35,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,8-16 ft.,10,-101,42,OKC,DAL,OKC
1092,2011-12,Playoffs,0041100154,"MAY 05, 2012",DAL vs. OKC,2,4,0,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,2,26,4,OKC,DAL,OKC
1093,2011-12,Playoffs,0041100154,"MAY 05, 2012",DAL vs. OKC,2,3,30,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,8-16 ft.,11,-81,80,OKC,DAL,OKC
1094,2011-12,Playoffs,0041100154,"MAY 05, 2012",DAL vs. OKC,2,2,13,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,8-16 ft.,11,-109,36,OKC,DAL,OKC
1095,2011-12,Playoffs,0041100154,"MAY 05, 2012",DAL vs. OKC,2,0,47,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,8-16 ft.,9,-97,23,OKC,DAL,OKC
1096,2011-12,Playoffs,0041100154,"MAY 05, 2012",DAL vs. OKC,2,0,10,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,8-16 ft.,12,-120,28,OKC,DAL,OKC
1097,2011-12,Playoffs,0041100154,"MAY 05, 2012",DAL vs. OKC,3,11,3,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,-7,4,OKC,DAL,OKC
1098,2011-12,Playoffs,0041100154,"MAY 05, 2012",DAL vs. OKC,3,9,47,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,18,136,129,OKC,DAL,OKC
1099,2011-12,Playoffs,0041100154,"MAY 05, 2012",DAL vs. OKC,3,9,2,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,25,171,189,OKC,DAL,OKC
1100,2011-12,Playoffs,0041100154,"MAY 05, 2012",DAL vs. OKC,3,7,12,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,21,-117,179,OKC,DAL,OKC
1101,2011-12,Playoffs,0041100154,"MAY 05, 2012",DAL vs. OKC,3,5,48,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,2,-21,9,OKC,DAL,OKC
1102,2011-12,Playoffs,0041100154,"MAY 05, 2012",DAL vs. OKC,3,5,42,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,8-16 ft.,10,-103,19,OKC,DAL,OKC
1103,2011-12,Playoffs,0041100154,"MAY 05, 2012",DAL vs. OKC,4,10,30,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,6,13,66,OKC,DAL,OKC
1104,2011-12,Playoffs,0041100154,"MAY 05, 2012",DAL vs. OKC,4,7,42,Missed Shot,Fadeaway Bank shot,2PT Field Goal,In The Paint (Non-RA),8-16 ft.,8,-73,44,OKC,DAL,OKC
1105,2011-12,Playoffs,0041100154,"MAY 05, 2012",DAL vs. OKC,4,6,57,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),8-16 ft.,13,9,135,OKC,DAL,OKC
1106,2011-12,Playoffs,0041100154,"MAY 05, 2012",DAL vs. OKC,4,5,47,Made Shot,Driving Jump shot,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,5,43,41,OKC,DAL,OKC
1107,2011-12,Playoffs,0041100154,"MAY 05, 2012",DAL vs. OKC,4,3,15,Missed Shot,Driving Jump shot,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,7,15,71,OKC,DAL,OKC
1108,2011-12,Playoffs,0041100154,"MAY 05, 2012",DAL vs. OKC,4,1,50,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,1,-19,3,OKC,DAL,OKC
1109,2011-12,Playoffs,0041100154,"MAY 05, 2012",DAL vs. OKC,4,1,47,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,1,-13,1,OKC,DAL,OKC
1110,2011-12,Playoffs,0041100154,"MAY 05, 2012",DAL vs. OKC,4,0,39,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,19,64,181,OKC,DAL,OKC
