ID,SEASON,SEASON TYPE,GAME ID,DATE,TEAMS,QUARTER,MINUTES REMAINING,SECONDS REMAINING,RESULT,SHOT TYPE,SHOT VALUE,SHOT AREA,SHOT RANGE,SHOT DISTANCE,SHOT X LOCATION,SHOT Y LOCATION,OPPONENT,HOME TEAM,AWAY TEAM
750,2011-12,Regular Season,0021100716,"MAR 24, 2012",DAL @ HOU,4,3,49,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),8-16 ft.,11,18,113,HOU,HOU,DAL
751,2011-12,Regular Season,0021100716,"MAR 24, 2012",DAL @ HOU,4,3,12,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,8-16 ft.,9,-97,15,HOU,HOU,DAL
752,2011-12,Regular Season,0021100739,"MAR 27, 2012",DAL vs. HOU,1,8,35,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,8-16 ft.,14,51,140,HOU,DAL,HOU
753,2011-12,Regular Season,0021100739,"MAR 27, 2012",DAL vs. HOU,1,7,56,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,18,-136,123,HOU,DAL,HOU
754,2011-12,Regular Season,0021100739,"MAR 27, 2012",DAL vs. HOU,1,5,28,Missed Shot,Step Back Jump shot,2PT Field Goal,In The Paint (Non-RA),8-16 ft.,15,73,137,HOU,DAL,HOU
755,2011-12,Regular Season,0021100739,"MAR 27, 2012",DAL vs. HOU,2,9,22,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,14,141,20,HOU,DAL,HOU
756,2011-12,Regular Season,0021100739,"MAR 27, 2012",DAL vs. HOU,2,6,14,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,14,-147,14,HOU,DAL,HOU
757,2011-12,Regular Season,0021100739,"MAR 27, 2012",DAL vs. HOU,2,3,53,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),8-16 ft.,8,-70,41,HOU,DAL,HOU
758,2011-12,Regular Season,0021100739,"MAR 27, 2012",DAL vs. HOU,2,2,8,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,130,206,HOU,DAL,HOU
759,2011-12,Regular Season,0021100739,"MAR 27, 2012",DAL vs. HOU,2,0,5,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,6,4,HOU,DAL,HOU
760,2011-12,Regular Season,0021100739,"MAR 27, 2012",DAL vs. HOU,3,11,24,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,20,119,164,HOU,DAL,HOU
761,2011-12,Regular Season,0021100739,"MAR 27, 2012",DAL vs. HOU,3,8,48,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,8-16 ft.,11,-116,22,HOU,DAL,HOU
762,2011-12,Regular Season,0021100739,"MAR 27, 2012",DAL vs. HOU,3,8,29,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,26,7,260,HOU,DAL,HOU
763,2011-12,Regular Season,0021100739,"MAR 27, 2012",DAL vs. HOU,3,4,52,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,17,108,138,HOU,DAL,HOU
764,2011-12,Regular Season,0021100739,"MAR 27, 2012",DAL vs. HOU,3,1,51,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,8-16 ft.,14,105,105,HOU,DAL,HOU
765,2011-12,Regular Season,0021100739,"MAR 27, 2012",DAL vs. HOU,4,11,43,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,8-16 ft.,10,-100,42,HOU,DAL,HOU
766,2011-12,Regular Season,0021100739,"MAR 27, 2012",DAL vs. HOU,4,9,18,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,-160,187,HOU,DAL,HOU
767,2011-12,Regular Season,0021100739,"MAR 27, 2012",DAL vs. HOU,4,2,44,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,14,1,145,HOU,DAL,HOU
768,2011-12,Regular Season,0021100739,"MAR 27, 2012",DAL vs. HOU,4,0,19,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,18,144,108,HOU,DAL,HOU
769,2011-12,Regular Season,0021100754,"MAR 29, 2012",DAL @ MIA,1,10,30,Made Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,12,125,11,MIA,MIA,DAL
770,2011-12,Regular Season,0021100754,"MAR 29, 2012",DAL @ MIA,1,9,0,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,17,100,142,MIA,MIA,DAL
771,2011-12,Regular Season,0021100754,"MAR 29, 2012",DAL @ MIA,1,6,58,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,16,1,167,MIA,MIA,DAL
772,2011-12,Regular Season,0021100754,"MAR 29, 2012",DAL @ MIA,1,6,28,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,15,-158,7,MIA,MIA,DAL
773,2011-12,Regular Season,0021100754,"MAR 29, 2012",DAL @ MIA,2,6,56,Made Shot,Turnaround Bank shot,2PT Field Goal,Mid-Range,8-16 ft.,11,-108,31,MIA,MIA,DAL
774,2011-12,Regular Season,0021100754,"MAR 29, 2012",DAL @ MIA,2,5,50,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),8-16 ft.,14,-56,131,MIA,MIA,DAL
775,2011-12,Regular Season,0021100754,"MAR 29, 2012",DAL @ MIA,2,4,41,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,-4,9,MIA,MIA,DAL
776,2011-12,Regular Season,0021100754,"MAR 29, 2012",DAL @ MIA,2,3,57,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,18,69,167,MIA,MIA,DAL
777,2011-12,Regular Season,0021100754,"MAR 29, 2012",DAL @ MIA,2,3,17,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,1,-7,17,MIA,MIA,DAL
778,2011-12,Regular Season,0021100754,"MAR 29, 2012",DAL @ MIA,2,1,40,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,15,-150,4,MIA,MIA,DAL
779,2011-12,Regular Season,0021100754,"MAR 29, 2012",DAL @ MIA,3,11,11,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,15,-82,134,MIA,MIA,DAL
780,2011-12,Regular Season,0021100754,"MAR 29, 2012",DAL @ MIA,3,9,37,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,14,-141,45,MIA,MIA,DAL
781,2011-12,Regular Season,0021100754,"MAR 29, 2012",DAL @ MIA,3,7,39,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,129,214,MIA,MIA,DAL
782,2011-12,Regular Season,0021100754,"MAR 29, 2012",DAL @ MIA,3,7,2,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,1,9,15,MIA,MIA,DAL
783,2011-12,Regular Season,0021100754,"MAR 29, 2012",DAL @ MIA,4,11,37,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,12,124,30,MIA,MIA,DAL
784,2011-12,Regular Season,0021100754,"MAR 29, 2012",DAL @ MIA,4,10,10,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,3,18,28,MIA,MIA,DAL
785,2011-12,Regular Season,0021100754,"MAR 29, 2012",DAL @ MIA,4,10,5,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,13,130,50,MIA,MIA,DAL
786,2011-12,Regular Season,0021100754,"MAR 29, 2012",DAL @ MIA,4,9,39,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,13,-127,30,MIA,MIA,DAL
787,2011-12,Regular Season,0021100754,"MAR 29, 2012",DAL @ MIA,4,6,39,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,13,-136,20,MIA,MIA,DAL
788,2011-12,Regular Season,0021100762,"MAR 30, 2012",DAL @ ORL,1,10,59,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,21,103,186,ORL,ORL,DAL
789,2011-12,Regular Season,0021100762,"MAR 30, 2012",DAL @ ORL,1,10,19,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,1,-7,11,ORL,ORL,DAL
790,2011-12,Regular Season,0021100762,"MAR 30, 2012",DAL @ ORL,1,9,59,Made Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,11,88,69,ORL,ORL,DAL
791,2011-12,Regular Season,0021100762,"MAR 30, 2012",DAL @ ORL,1,9,19,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,18,171,82,ORL,ORL,DAL
792,2011-12,Regular Season,0021100762,"MAR 30, 2012",DAL @ ORL,1,5,38,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,8-16 ft.,14,-111,91,ORL,ORL,DAL
793,2011-12,Regular Season,0021100762,"MAR 30, 2012",DAL @ ORL,2,10,10,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,25,9,252,ORL,ORL,DAL
794,2011-12,Regular Season,0021100762,"MAR 30, 2012",DAL @ ORL,2,9,16,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,25,-166,194,ORL,ORL,DAL
795,2011-12,Regular Season,0021100762,"MAR 30, 2012",DAL @ ORL,2,8,38,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,1,4,15,ORL,ORL,DAL
796,2011-12,Regular Season,0021100762,"MAR 30, 2012",DAL @ ORL,2,6,22,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,2,-2,22,ORL,ORL,DAL
797,2011-12,Regular Season,0021100762,"MAR 30, 2012",DAL @ ORL,2,4,55,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,25,179,178,ORL,ORL,DAL
798,2011-12,Regular Season,0021100762,"MAR 30, 2012",DAL @ ORL,2,1,11,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,2,-7,22,ORL,ORL,DAL
799,2011-12,Regular Season,0021100762,"MAR 30, 2012",DAL @ ORL,3,9,36,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,8-16 ft.,11,-103,56,ORL,ORL,DAL
800,2011-12,Regular Season,0021100762,"MAR 30, 2012",DAL @ ORL,3,9,4,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,15,48,151,ORL,ORL,DAL
801,2011-12,Regular Season,0021100762,"MAR 30, 2012",DAL @ ORL,3,7,32,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,19,99,173,ORL,ORL,DAL
802,2011-12,Regular Season,0021100762,"MAR 30, 2012",DAL @ ORL,4,8,49,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,17,102,140,ORL,ORL,DAL
803,2011-12,Regular Season,0021100762,"MAR 30, 2012",DAL @ ORL,4,5,12,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,12,103,67,ORL,ORL,DAL
804,2011-12,Regular Season,0021100762,"MAR 30, 2012",DAL @ ORL,4,0,34,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,13,89,99,ORL,ORL,DAL
805,2011-12,Regular Season,0021100762,"MAR 30, 2012",DAL @ ORL,4,0,5,Made Shot,Fadeaway Bank shot,2PT Field Goal,Mid-Range,8-16 ft.,14,118,86,ORL,ORL,DAL
806,2011-12,Regular Season,0021100788,"APR 02, 2012",DAL vs. LAC,1,10,47,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,19,-112,162,LAC,DAL,LAC
807,2011-12,Regular Season,0021100788,"APR 02, 2012",DAL vs. LAC,1,8,29,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,18,81,168,LAC,DAL,LAC
808,2011-12,Regular Season,0021100788,"APR 02, 2012",DAL vs. LAC,1,7,59,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,16,165,11,LAC,DAL,LAC
809,2011-12,Regular Season,0021100788,"APR 02, 2012",DAL vs. LAC,1,6,15,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,1,0,14,LAC,DAL,LAC
810,2011-12,Regular Season,0021100788,"APR 02, 2012",DAL vs. LAC,2,10,28,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,14,140,23,LAC,DAL,LAC
811,2011-12,Regular Season,0021100788,"APR 02, 2012",DAL vs. LAC,2,10,5,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,16,160,6,LAC,DAL,LAC
812,2011-12,Regular Season,0021100788,"APR 02, 2012",DAL vs. LAC,2,4,52,Made Shot,Step Back Jump shot,2PT Field Goal,In The Paint (Non-RA),8-16 ft.,9,75,61,LAC,DAL,LAC
813,2011-12,Regular Season,0021100788,"APR 02, 2012",DAL vs. LAC,2,0,53,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,26,244,LAC,DAL,LAC
814,2011-12,Regular Season,0021100788,"APR 02, 2012",DAL vs. LAC,3,7,28,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,14,132,50,LAC,DAL,LAC
815,2011-12,Regular Season,0021100788,"APR 02, 2012",DAL vs. LAC,3,7,5,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,-97,227,LAC,DAL,LAC
816,2011-12,Regular Season,0021100788,"APR 02, 2012",DAL vs. LAC,4,11,26,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,12,119,42,LAC,DAL,LAC
817,2011-12,Regular Season,0021100788,"APR 02, 2012",DAL vs. LAC,4,8,1,Missed Shot,Driving Jump shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,3,-29,22,LAC,DAL,LAC
818,2011-12,Regular Season,0021100788,"APR 02, 2012",DAL vs. LAC,4,6,25,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,18,155,99,LAC,DAL,LAC
819,2011-12,Regular Season,0021100788,"APR 02, 2012",DAL vs. LAC,4,4,43,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,19,162,104,LAC,DAL,LAC
820,2011-12,Regular Season,0021100807,"APR 04, 2012",DAL vs. MEM,1,11,21,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,19,-114,153,MEM,DAL,MEM
821,2011-12,Regular Season,0021100807,"APR 04, 2012",DAL vs. MEM,1,9,42,Missed Shot,Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,3,32,7,MEM,DAL,MEM
822,2011-12,Regular Season,0021100807,"APR 04, 2012",DAL vs. MEM,1,8,27,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,8-16 ft.,15,108,107,MEM,DAL,MEM
823,2011-12,Regular Season,0021100807,"APR 04, 2012",DAL vs. MEM,1,7,57,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,9,89,42,MEM,DAL,MEM
824,2011-12,Regular Season,0021100807,"APR 04, 2012",DAL vs. MEM,2,10,7,Missed Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,5,-15,50,MEM,DAL,MEM
825,2011-12,Regular Season,0021100807,"APR 04, 2012",DAL vs. MEM,2,9,41,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,20,-87,187,MEM,DAL,MEM
826,2011-12,Regular Season,0021100807,"APR 04, 2012",DAL vs. MEM,2,5,46,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,1,-19,0,MEM,DAL,MEM
827,2011-12,Regular Season,0021100807,"APR 04, 2012",DAL vs. MEM,2,1,7,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,1,15,0,MEM,DAL,MEM
828,2011-12,Regular Season,0021100807,"APR 04, 2012",DAL vs. MEM,2,0,41,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,24+ ft.,24,124,209,MEM,DAL,MEM
829,2011-12,Regular Season,0021100807,"APR 04, 2012",DAL vs. MEM,2,0,10,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,2,13,22,MEM,DAL,MEM
830,2011-12,Regular Season,0021100807,"APR 04, 2012",DAL vs. MEM,3,11,3,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,16,45,154,MEM,DAL,MEM
831,2011-12,Regular Season,0021100807,"APR 04, 2012",DAL vs. MEM,3,8,53,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,19,195,11,MEM,DAL,MEM
832,2011-12,Regular Season,0021100807,"APR 04, 2012",DAL vs. MEM,3,8,6,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,13,92,102,MEM,DAL,MEM
833,2011-12,Regular Season,0021100807,"APR 04, 2012",DAL vs. MEM,3,6,38,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,18,-26,187,MEM,DAL,MEM
834,2011-12,Regular Season,0021100807,"APR 04, 2012",DAL vs. MEM,3,1,35,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,20,173,115,MEM,DAL,MEM
835,2011-12,Regular Season,0021100807,"APR 04, 2012",DAL vs. MEM,4,11,5,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,5,51,19,MEM,DAL,MEM
836,2011-12,Regular Season,0021100807,"APR 04, 2012",DAL vs. MEM,4,5,58,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,20,51,194,MEM,DAL,MEM
837,2011-12,Regular Season,0021100807,"APR 04, 2012",DAL vs. MEM,4,3,56,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,1,-8,9,MEM,DAL,MEM
838,2011-12,Regular Season,0021100821,"APR 06, 2012",DAL vs. POR,1,10,0,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,-2,4,POR,DAL,POR
839,2011-12,Regular Season,0021100821,"APR 06, 2012",DAL vs. POR,1,9,24,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,8-16 ft.,13,99,89,POR,DAL,POR
840,2011-12,Regular Season,0021100821,"APR 06, 2012",DAL vs. POR,1,8,20,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,13,-100,96,POR,DAL,POR
841,2011-12,Regular Season,0021100821,"APR 06, 2012",DAL vs. POR,1,7,15,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,110,219,POR,DAL,POR
842,2011-12,Regular Season,0021100821,"APR 06, 2012",DAL vs. POR,2,8,57,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,16,-157,33,POR,DAL,POR
843,2011-12,Regular Season,0021100821,"APR 06, 2012",DAL vs. POR,3,11,9,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,8-16 ft.,13,132,28,POR,DAL,POR
844,2011-12,Regular Season,0021100821,"APR 06, 2012",DAL vs. POR,3,9,53,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,136,209,POR,DAL,POR
845,2011-12,Regular Season,0021100821,"APR 06, 2012",DAL vs. POR,3,1,35,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,15,157,12,POR,DAL,POR
846,2011-12,Regular Season,0021100821,"APR 06, 2012",DAL vs. POR,3,0,22,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,-11,247,POR,DAL,POR
847,2011-12,Regular Season,0021100821,"APR 06, 2012",DAL vs. POR,4,11,33,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,19,151,127,POR,DAL,POR
848,2011-12,Regular Season,0021100821,"APR 06, 2012",DAL vs. POR,4,9,58,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,-52,235,POR,DAL,POR
849,2011-12,Regular Season,0021100821,"APR 06, 2012",DAL vs. POR,4,6,21,Made Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,16,-139,83,POR,DAL,POR
850,2011-12,Regular Season,0021100821,"APR 06, 2012",DAL vs. POR,4,3,19,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,58,238,POR,DAL,POR
851,2011-12,Regular Season,0021100821,"APR 06, 2012",DAL vs. POR,5,4,22,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,2,-26,7,POR,DAL,POR
852,2011-12,Regular Season,0021100821,"APR 06, 2012",DAL vs. POR,5,3,53,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,16,-152,52,POR,DAL,POR
853,2011-12,Regular Season,0021100821,"APR 06, 2012",DAL vs. POR,5,3,11,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,20,-15,206,POR,DAL,POR
854,2011-12,Regular Season,0021100829,"APR 07, 2012",DAL @ MEM,1,10,19,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,12,89,86,MEM,MEM,DAL
855,2011-12,Regular Season,0021100829,"APR 07, 2012",DAL @ MEM,1,9,36,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,15,-16,153,MEM,MEM,DAL
856,2011-12,Regular Season,0021100829,"APR 07, 2012",DAL @ MEM,1,8,14,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,8-16 ft.,11,108,26,MEM,MEM,DAL
857,2011-12,Regular Season,0021100829,"APR 07, 2012",DAL @ MEM,1,7,17,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,8-16 ft.,13,-122,66,MEM,MEM,DAL
858,2011-12,Regular Season,0021100829,"APR 07, 2012",DAL @ MEM,1,6,49,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,25,89,242,MEM,MEM,DAL
859,2011-12,Regular Season,0021100829,"APR 07, 2012",DAL @ MEM,2,8,23,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,24+ ft.,23,231,14,MEM,MEM,DAL
860,2011-12,Regular Season,0021100829,"APR 07, 2012",DAL @ MEM,2,7,58,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,24+ ft.,22,226,1,MEM,MEM,DAL
861,2011-12,Regular Season,0021100829,"APR 07, 2012",DAL @ MEM,3,8,33,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,25,-29,250,MEM,MEM,DAL
862,2011-12,Regular Season,0021100829,"APR 07, 2012",DAL @ MEM,3,7,49,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,25,-45,249,MEM,MEM,DAL
863,2011-12,Regular Season,0021100829,"APR 07, 2012",DAL @ MEM,3,6,25,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,8-16 ft.,14,105,93,MEM,MEM,DAL
864,2011-12,Regular Season,0021100829,"APR 07, 2012",DAL @ MEM,3,5,33,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,1,-19,6,MEM,MEM,DAL
865,2011-12,Regular Season,0021100829,"APR 07, 2012",DAL @ MEM,4,10,8,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,25,73,246,MEM,MEM,DAL
866,2011-12,Regular Season,0021100829,"APR 07, 2012",DAL @ MEM,4,7,48,Made Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),8-16 ft.,9,64,67,MEM,MEM,DAL
867,2011-12,Regular Season,0021100829,"APR 07, 2012",DAL @ MEM,4,4,13,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,26,12,260,MEM,MEM,DAL
868,2011-12,Regular Season,0021100829,"APR 07, 2012",DAL @ MEM,4,3,35,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,15,-158,-5,MEM,MEM,DAL
869,2011-12,Regular Season,0021100829,"APR 07, 2012",DAL @ MEM,4,1,21,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,9,-90,41,MEM,MEM,DAL
870,2011-12,Regular Season,0021100856,"APR 10, 2012",DAL vs. SAC,1,11,11,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,20,-142,143,SAC,DAL,SAC
871,2011-12,Regular Season,0021100856,"APR 10, 2012",DAL vs. SAC,1,6,29,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,-93,230,SAC,DAL,SAC
872,2011-12,Regular Season,0021100856,"APR 10, 2012",DAL vs. SAC,1,5,59,Made Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,6,-35,52,SAC,DAL,SAC
873,2011-12,Regular Season,0021100856,"APR 10, 2012",DAL vs. SAC,1,4,10,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,1,0,15,SAC,DAL,SAC
874,2011-12,Regular Season,0021100856,"APR 10, 2012",DAL vs. SAC,1,3,32,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,5,6,50,SAC,DAL,SAC
875,2011-12,Regular Season,0021100856,"APR 10, 2012",DAL vs. SAC,2,1,24,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,17,-92,146,SAC,DAL,SAC
876,2011-12,Regular Season,0021100856,"APR 10, 2012",DAL vs. SAC,3,11,47,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,20,89,190,SAC,DAL,SAC
877,2011-12,Regular Season,0021100856,"APR 10, 2012",DAL vs. SAC,3,7,58,Made Shot,Fadeaway Bank shot,2PT Field Goal,Mid-Range,8-16 ft.,13,125,37,SAC,DAL,SAC
878,2011-12,Regular Season,0021100856,"APR 10, 2012",DAL vs. SAC,3,7,20,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,8-16 ft.,11,-109,25,SAC,DAL,SAC
879,2011-12,Regular Season,0021100856,"APR 10, 2012",DAL vs. SAC,3,6,46,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,28,241,SAC,DAL,SAC
880,2011-12,Regular Season,0021100856,"APR 10, 2012",DAL vs. SAC,3,0,0,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,22,147,176,SAC,DAL,SAC
881,2011-12,Regular Season,0021100856,"APR 10, 2012",DAL vs. SAC,4,11,27,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,-60,233,SAC,DAL,SAC
882,2011-12,Regular Season,0021100856,"APR 10, 2012",DAL vs. SAC,4,10,12,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),8-16 ft.,11,-57,97,SAC,DAL,SAC
883,2011-12,Regular Season,0021100856,"APR 10, 2012",DAL vs. SAC,4,6,15,Missed Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,16,160,25,SAC,DAL,SAC
